Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Decade,Sales_Category,NA_EU_Sales_Ratio,Is_Nintendo_Publisher,Log_Global_Sales,Dominant_Region
11927,Vampire Legends: Power of Three,DS,2010,Adventure,THQ,0.07,0.0,0.0,0.0,0.07,2010,Low,7.000000000000001,0,0.0676586484738148,ANZ
11928,Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,1,0.0676586484738148,JP
11929,Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
11930,Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,Misc,Unknown,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
11931,Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
11932,"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0.26516202676136724,0.06,0.0,0.01,0.17,2010,Low,0.0,0,0.0676586484738148,EU
11933,Kane & Lynch 2: Dog Days,PC,2010,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07,2010,Low,0.0,0,0.0676586484738148,EU
11934,Vampire Knight DS,DS,2009,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
11935,Disney Sports Skateboarding,GBA,2002,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
11936,Homie Rollerz,DS,2008,Racing,Destineer,0.07,0.0,0.0,0.01,0.07,2000,Low,7.000000000000001,0,0.0676586484738148,ANZ
11937,Operation Darkness,X360,2007,Role-Playing,Success,0.07,0.0,0.0,0.0,0.07,2000,Low,7.000000000000001,0,0.0676586484738148,ANZ
11938,Magi: The Labyrinth of Beginning,3DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
11939,The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07,2010,Low,5.0,0,0.0676586484738148,ANZ
11940,Tornado,DS,2007,Action,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,2000,Low,7.000000000000001,0,0.0676586484738148,ANZ
11941,Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,0.07,0.0,0.0,0.01,0.07,2000,Low,7.000000000000001,0,0.0676586484738148,ANZ
11942,"Hi! Hamtaro - Little Hamsters,big Adventures: Ha",DS,2005,Misc,505 Games,0.07,0.0,0.0,0.0,0.07,2000,Low,7.000000000000001,0,0.0676586484738148,ANZ
11943,Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07,2000,Low,3.0,0,0.0676586484738148,ANZ
11944,I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
11945,Rock Band Country Track Pack 2,PS3,2011,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07,2010,Low,7.000000000000001,0,0.0676586484738148,ANZ
11946,Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,2000,Low,0.1666666666666666,0,0.0676586484738148,EU
11947,Loons: The Fight For Fame,XB,2002,Action,Atari,0.05,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
11948,Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
11949,Second Sight,XB,2004,Adventure,Unknown,0.05,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
11950,Metal Gear Solid,GB,2000,Action,Unknown,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
11951,Totaled!,XB,2002,Racing,Rage Software,0.05,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
11952,Bleach: Heat the Soul 3,PSP,2006,Fighting,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
11953,Ecco: The Tides of Time,GEN,1993,Adventure,Sega,0.0,0.0,0.07,0.0,0.07,1990,Low,0.0,0,0.0676586484738148,JP
11954,Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.01,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
11955,Rock Band Track Pack: Classic Rock,X360,2009,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07,2000,Low,7.000000000000001,0,0.0676586484738148,ANZ
11956,Open Season,Wii,2006,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
11957,Football Manager 2010,PC,2009,Sports,Sega,0.0,0.06,0.0,0.01,0.07,2000,Low,0.0,0,0.0676586484738148,EU
11958,Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,0.06,0.0,0.0,0.01,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
11959,Machine Head,PS,1996,Shooter,Eidos Interactive,0.04,0.03,0.0,0.0,0.07,1990,Low,1.0,0,0.0676586484738148,ANZ
11960,Vanguard Bandits,PS,1998,Strategy,Human Entertainment,0.04,0.03,0.0,0.0,0.07,1990,Low,1.0,0,0.0676586484738148,ANZ
11961,Lost Heroes,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.17,2010,Low,0.0,0,0.0676586484738148,JP
11962,The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
11963,Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0.0,0.01,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
11964,Shin Chan Contra ¡Los Plastas!,DS,2009,Platform,505 Games,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
11965,Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0.0,0.01,0.17,2010,Low,0.75,0,0.0676586484738148,ANZ
11966,Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
11967,Blast Radius,PS,1998,Racing,Psygnosis,0.26516202676136724,0.03,0.0,0.0,0.07,1990,Low,1.0,0,0.0676586484738148,ANZ
11968,Zumba Fitness Core,X360,2012,Misc,Unknown,0.0,0.06,0.0,0.01,0.07,2010,Low,0.0,0,0.0676586484738148,EU
11969,ESPN National Hockey Night,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
11970,Rec Room Games,DS,2011,Sports,Destineer,0.07,0.0,0.0,0.0,0.07,2010,Low,7.000000000000001,0,0.0676586484738148,ANZ
11971,Theme Park,DS,2007,Simulation,Electronic Arts,0.0,0.03,0.03,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,EU
11972,Yamaha Supercross,Wii,2009,Racing,Zoo Digital Publishing,0.05,0.01,0.0,0.01,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
11973,Pro Yaky? Spirits 2011,3DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
11974,Microsoft Flight Simulator 2004: A Century of Fl,PC,2003,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.17,2000,Low,0.0,0,0.0676586484738148,EU
11975,Taz Wanted,XB,2002,Platform,Atari,0.05,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
11976,Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.26516202676136724,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
11977,Shounen Sunday x Shounen Magazine: Nettou! Dream,DS,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
11978,McFarlane's Evil Prophecy,PS2,2007,Action,Konami Digital Entertainment,0.26516202676136724,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
11979,Emergency 2012,PC,2010,Simulation,Deep Silver,0.01,0.04,0.0,0.01,0.07,2010,Low,0.1999999999999999,0,0.0676586484738148,EU
11980,Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
11981,Wallace & Gromit in Project Zoo,GC,2003,Platform,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
11982,John Madden Football,SNES,1991,Sports,Imagineer,0.0,0.0,0.07,0.0,0.07,1990,Low,0.0,0,0.0676586484738148,JP
11983,Aero Gauge,N64,1997,Racing,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07,1990,Low,3.0,0,0.0676586484738148,ANZ
11984,Battlezone: Rise of the Black Dogs,N64,2000,Strategy,Crave Entertainment,0.26516202676136724,0.01,0.0,0.0,0.07,2000,Low,3.0,0,0.0676586484738148,ANZ
11985,Caesars Palace Advance: Millennium Gold Edition,GBA,2001,Misc,Majesco Entertainment,0.05,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
11986,Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,Kemco,0.06,0.01,0.0,0.0,0.07,1990,Low,3.0,0,0.0676586484738148,ANZ
11987,Teenage Mutant Ninja Turtles: Tournament Fighter,NES,1992,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0.0,0.07,1990,Low,2.0,0,0.0676586484738148,ANZ
11988,Super Robot Spirits,N64,1998,Fighting,Unknown,0.0,0.0,0.04,0.03,0.07,1990,Low,0.0,0,0.0676586484738148,JP
11989,Mia Hamm Soccer 64,N64,2000,Sports,THQ,0.06,0.01,0.0,0.0,0.07,2000,Low,3.0,0,0.0676586484738148,ANZ
11990,MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
11991,Samurai Warriors,XB,2004,Action,Tecmo Koei,0.05,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
11992,GunParade Orchestra: Shiro no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
11993,Hearts of Iron III,PC,2009,Strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07,2000,Low,0.1999999999999999,0,0.0676586484738148,EU
11994,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kan,PSP,2009,Action,Irem Software Engineering,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
11995,BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0.0,0.05,0.0,0.01,0.07,2010,Low,0.0,0,0.0676586484738148,EU
11996,Crime Lab: Body of Evidence,DS,2010,Adventure,Unknown,0.05,0.01,0.0,0.0,0.07,2010,Low,2.5,0,0.0676586484738148,ANZ
11997,Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,0.26516202676136724,0.01,0.0,0.01,0.07,2000,Low,3.0,0,0.0676586484738148,ANZ
11998,FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
11999,MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,0.0,0.03,0.03,0.01,0.07,2010,Low,0.0,0,0.0676586484738148,EU
12000,Super Robot Taisen OG Saga: Masou Kishin III - P,PS3,2013,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12001,The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07,2000,Low,0.1999999999999999,0,0.0676586484738148,EU
12002,Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12003,NHL 2K9,Wii,2008,Racing,Take-Two Interactive,0.06,0.0,0.0,0.01,-0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12004,Tales of Rebirth,PSP,2008,Racing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12005,The Guy Game,XB,2004,Misc,Gathering of Developers,0.05,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
12006,Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0.0,0.03,0.04,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12007,Battleborn,PC,2016,Shooter,Take-Two Interactive,0.03,0.03,0.0,0.01,0.07,2010,Low,0.75,0,0.0676586484738148,ANZ
12008,Let's Ride! Dreamer,GBA,2005,Adventure,DTP Entertainment,0.05,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
12009,Tecmo's Deception,PS,1996,Role-Playing,Sunsoft,0.04,0.03,0.0,0.0,0.07,1990,Low,1.0,0,0.0676586484738148,ANZ
12010,Reader Rabbit 1st Grade,Wii,2010,Misc,Graffiti,0.07,0.0,0.0,0.0,0.07,2010,Low,7.000000000000001,0,0.0676586484738148,ANZ
12011,Anubis II,Wii,2007,Platform,Metro 3D,0.06,0.0,0.0,0.0,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12012,Point Blank DS (JP sales),DS,2007,Shooter,Atari,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12013,Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,Atari,0.06,0.0,0.0,0.01,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12014,Guilty Gear Xrd -Revelator-,PS3,2016,Fighting,PQube,0.01,0.02,0.02,0.01,0.07,2010,Low,0.3333333333333333,0,0.0676586484738148,EU
12015,G-Saviour,PS2,2000,Action,Sunrise Interactive,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12016,Gintama DS: Yorozuya Daisoudou,DS,2006,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12017,Drake of the 99 Dragons,XB,2007,Shooter,Unknown,0.05,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12018,Heavenly Guardian,Wii,2007,Shooter,505 Games,0.26516202676136724,0.0,0.0,0.0,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12019,Cut the Rope,3DS,2014,Puzzle,Activision,0.06,0.0,0.0,0.01,0.07,2010,Low,6.0,0,0.0676586484738148,ANZ
12020,Crayon Shin-Chan: Obaka Daininden - Susume! Kasu,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12021,Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
12022,The Legend of Heroes: Trails in the Sky First Ch,PSV,2015,Role-Playing,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12023,Pizza Delivery Boy,Wii,2010,Simulation,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,2010,Low,6.0,0,0.0676586484738148,ANZ
12024,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,0.0,0.0,0.07,0.0,0.17,2010,Low,0.0,0,0.0676586484738148,JP
12025,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - ,DS,2008,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12026,IA/VT Colorful,PSV,2015,Misc,Marvelous Entertainment,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12027,AMF Bowling Pinbusters!,DS,2008,Sports,Vir2L Studios,0.06,0.0,0.0,0.0,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12028,Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12029,Alpha and Omega,DS,2010,Action,Unknown,0.06,0.0,0.0,0.0,0.07,2010,Low,6.0,0,0.0676586484738148,ANZ
12030,Port Royale 3,PS3,2007,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12031,RayStorm,PS,2007,Shooter,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,2000,Low,1.0,0,0.0676586484738148,ANZ
12032,Disney's Winnie the Pooh's Rumbly Tumbly Adventu,GC,2005,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12033,Jake Power: Handyman,DS,2008,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12034,My Dress-Up,DS,2008,Misc,Unknown,0.06,0.01,0.0,0.01,0.07,2000,Low,3.0,0,0.0676586484738148,ANZ
12035,Circuit Breakers,PS,1998,Racing,Mindscape,0.26516202676136724,0.03,0.0,0.0,0.07,1990,Low,1.0,0,0.0676586484738148,ANZ
12036,Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12037,Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12038,Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
12039,Ultimate Board Game Collection,PSP,2007,Misc,Xplosiv,0.06,0.0,0.0,0.01,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12040,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12041,BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.17,2000,Low,0.75,0,0.0676586484738148,ANZ
12042,Crayon Shin-Chan: Densetsu o Yobu Omake no To Sh,GBA,2006,Action,Banpresto,0.26516202676136724,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12043,Sprint Cars: Road to Knoxville,PS2,2005,Racing,THQ,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
12044,Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
12045,Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12046,Dream Dance & Cheer,Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12047,Silpheed: The Lost Planet,PS2,2000,Shooter,Swing! Entertainment,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
12048,Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.05,0.0,0.01,0.07,2010,Low,0.1666666666666666,0,0.0676586484738148,EU
12049,Assassin's Creed: Rogue,PC,2007,Action,Ubisoft,0.04,0.02,0.0,0.01,0.07,2000,Low,1.333333333333334,0,0.0676586484738148,ANZ
12050,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011,Racing,Rocket Company,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12051,Spartan: Total Warrior,GC,2005,Action,Sega,0.26516202676136724,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12052,Pitfall: The Lost Expedition,XB,2004,Platform,Activision,0.05,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12053,Fantastic Four,PS,2007,Action,Acclaim Entertainment,0.04,0.03,0.0,0.0,0.07,2000,Low,1.0,0,0.0676586484738148,ANZ
12054,Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.17,2000,Low,0.0,0,0.0676586484738148,JP
12055,Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0.0,0.01,0.07,2010,Low,1.333333333333334,0,0.0676586484738148,ANZ
12056,Xbox Live Arcade Unplugged Volume 1,X360,2006,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.01,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12057,River City Ransom EX,GBA,2004,Action,Atlus,0.05,0.02,0.0,0.0,0.07,2000,Low,1.666666666666667,0,0.0676586484738148,ANZ
12058,San Goku Shi Taisen Ten,DS,2008,Strategy,Sega,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12059,Generator Rex: Agent of Providence,DS,2011,Action,Activision,0.05,0.01,0.0,0.01,0.07,2010,Low,2.5,0,0.0676586484738148,ANZ
12060,Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,2010,Low,1.333333333333334,0,0.0676586484738148,ANZ
12061,Fairy Tail: Zelef Kakusei,PSP,2012,Action,Unknown,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12062,Strike Point,PS,1996,Simulation,Elite,0.04,0.03,0.0,0.0,0.07,1990,Low,1.0,0,0.0676586484738148,ANZ
12063,Crazy Taxi 2,DC,2001,Racing,Sega,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12064,Dragon Slayer: The Legend of Heroes,SNES,1992,Role-Playing,Epoch,0.0,0.0,0.07,0.0,0.07,1990,Low,0.0,0,0.0676586484738148,JP
12065,Tank! Tank! Tank!,WiiU,2012,Action,Namco Bandai Games,0.02,0.01,0.05,0.0,0.07,2010,Low,1.0,0,0.0676586484738148,JP
12066,My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,0.05,0.01,0.0,0.01,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12067,Street Fighter II': Special Champion Edition (JP,GEN,1993,Action,Capcom,0.0,0.0,0.07,0.0,0.07,1990,Low,0.0,0,0.0676586484738148,JP
12068,Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,2000,Low,0.0,0,0.0676586484738148,EU
12069,Tom and Jerry in War of the Whiskers,GC,2003,Fighting,NewKidCo,0.05,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12070,Keroro RPG: Kishi to Musha to Densetsu no Kaizok,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12071,Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo,0.0,0.0,0.07,0.0,-0.07,2000,Low,0.0,1,0.0676586484738148,JP
12072,Hoppechan: Minna de Odekake! Waku Waku Hoppe Lan,3DS,2014,Action,Nippon Columbia,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12073,Divinity: Original Sin,XOne,2007,Role-Playing,Focus Home Interactive,0.04,0.02,0.0,0.01,0.17,2000,Low,1.333333333333334,0,0.0676586484738148,ANZ
12074,Suzumiya Haruhi no Gekidou,Wii,2009,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12075,Classic Action: Devilish,DS,2005,Misc,505 Games,0.06,0.0,0.0,0.0,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12076,Jackass the Game DS,DS,2008,Action,Empire Interactive,0.06,0.0,0.0,0.01,0.07,2000,Low,300.0,0,0.0676586484738148,ANZ
12077,Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07,1990,Low,1.0,0,0.0676586484738148,ANZ
12078,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.17,2010,Low,6.0,0,0.0676586484738148,ANZ
12079,Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
12080,Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.07,1990,Low,0.0,0,0.0676586484738148,JP
12081,Dino Master: Dig Discover Duel,DS,2005,Strategy,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,2000,Low,6.0,0,0.0676586484738148,ANZ
12082,Ken to Mahou to Gakuen Mono. 3,PS3,2010,Role-Playing,Acquire,0.0,0.0,0.07,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12083,Hikaru no Go: Heian Gensou Ibunroku,PS,2002,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12084,Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07,2010,Low,0.0,0,0.0676586484738148,JP
12085,Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07,2000,Low,4.0,0,0.0676586484738148,ANZ
12086,Samurai Shodown,NG,1993,Fighting,SNK,0.0,0.0,0.07,0.0,0.07,1990,Low,0.0,0,0.0676586484738148,JP
12087,OverBlood 2,PS,1998,Action,Evolution Games,0.0,0.0,0.06,0.0,0.07,1990,Low,0.0,0,0.0676586484738148,JP
12088,Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
12089,Lifeline,PS2,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07,2000,Low,0.75,0,0.0676586484738148,ANZ
12090,Dragon Valor,PS,2007,Role-Playing,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,2000,Low,1.0,0,0.0676586484738148,ANZ
12091,Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002,Role-Playing,Gust,0.0,0.0,0.07,0.0,0.07,2000,Low,0.0,0,0.0676586484738148,JP
12092,NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12093,Midway Arcade Treasures 3,GC,2005,Misc,Midway Games,0.05,0.01,0.0,0.0,0.07,2000,Low,2.5,0,0.0676586484738148,ANZ
12094,Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.04,0.0,0.0,0.07,2010,Low,0.6,0,0.0676586484738148,EU
